id	geneSymbol	geneCoordinate
ENSG00000163590	PPM1L	chr3:160473190-160796895
ENSG00000163596	ICA1L	chr2:203640490-203736908
ENSG00000163597	SNHG16	chr17:74553648-74561630
ENSG00000163605	PPP4R2	chr3:73045736-73118550
ENSG00000163607	GTPBP8	chr3:112709565-112734107
ENSG00000163608	C3orf17	chr3:112721087-112738908
ENSG00000163629	PTPN13	chr4:87515268-87736524
ENSG00000163636	PSMD6	chr3:63996025-64009858
ENSG00000163644	PPM1K	chr4:89178572-89206121
ENSG00000163660	CCNL1	chr3:156864097-156878749
ENSG00000163661	PTX3	chr3:157154378-157161617
ENSG00000163681	SLMAP	chr3:57740977-57915095
ENSG00000163682	RPL9	chr4:39455544-39460768
ENSG00000163683	SMIM14	chr4:39547750-39640910
ENSG00000163694	RBM47	chr4:40425072-40633092
ENSG00000163697	APBB2	chr4:40811844-41218931
ENSG00000163702	IL17RC	chr3:9958558-9975514
ENSG00000163703	CRELD1	chr3:9975306-9987297
ENSG00000163704	PRRT3	chr3:9987026-9994278
ENSG00000163714	U2SURP	chr3:142683139-142779767
ENSG00000163755	HPS3	chr3:148847171-148891719
ENSG00000163788	SNRK	chr3:43327804-43466456
ENSG00000163795	ZNF513	chr2:27599898-27603857
ENSG00000163798	SLC4A1AP	chr2:27886138-27918040
ENSG00000163811	WDR43	chr2:29117309-29171288
ENSG00000163817	SLC6A20	chr3:45796742-45838227
ENSG00000163864	NMNAT3	chr3:139278822-139397059
ENSG00000163879	DNALI1	chr1:38022320-38032658
ENSG00000163902	RPN1	chr3:128338617-128400118
ENSG00000163904	SENP2	chr3:185300084-185351539
ENSG00000163914	RHO	chr3:129247283-129254212
ENSG00000163915	C3orf65	chr3:185430116-185447775
ENSG00000163918	RFC4	chr3:186507469-186525047
ENSG00000163930	BAP1	chr3:52434829-52444566
ENSG00000163931	TKT	chr3:53258523-53290268
ENSG00000163938	GNL3	chr3:52714972-52728708
ENSG00000163939	PBRM1	chr3:52579168-52720133
ENSG00000163946	FAM208A	chr3:56653961-56717465
ENSG00000163956	LRPAP1	chr4:3507903-3534486
ENSG00000163959	SLC51A	chr3:195938158-195970249
ENSG00000163961	RNF168	chr3:196195454-196230839
ENSG00000164010	ERMAP	chr1:43282595-43310860
ENSG00000164022	AIMP1	chr4:107236501-107270583
ENSG00000164023	SGMS2	chr4:108745519-108836403
ENSG00000164031	DNAJB14	chr4:100817205-100868083
ENSG00000164040	PGRMC2	chr4:129190197-129210184
ENSG00000164054	SHISA5	chr3:48508997-48542459
ENSG00000164061	BSN	chr3:49591722-49709178
ENSG00000164070	HSPA4L	chr4:128702776-128762088
ENSG00000164088	PPM1M	chr3:52279641-52284813
ENSG00000164091	WDR82	chr3:52288237-52322236
ENSG00000164093	PITX2	chr4:111538379-111563479
ENSG00000164096	C4orf3	chr4:120218007-120225800
ENSG00000164099	PRSS12	chr4:119200993-119274358
ENSG00000164104	HMGB2	chr4:174252646-174256476
ENSG00000164106	SCRG1	chr4:174305652-174327731
ENSG00000164111	ANXA5	chr4:122588910-122618468
ENSG00000164116	GUCY1A3	chr4:156587663-156653701
ENSG00000164117	FBXO8	chr4:175157609-175205615
ENSG00000164120	HPGD	chr4:175411128-175444505
ENSG00000164125	FAM198B	chr4:159045426-159094670
ENSG00000164134	NAA15	chr4:140222409-140341387
ENSG00000164161	HHIP	chr4:145566973-145666623
ENSG00000164164	OTUD4	chr4:146031790-146101513
ENSG00000164168	TMEM184C	chr4:148538334-148593395
ENSG00000164171	ITGA2	chr5:52284956-52390809
ENSG00000164172	MOCS2	chr5:52391309-52406093
ENSG00000164176	EDIL3	chr5:83236173-83680811
ENSG00000164190	NIPBL	chr5:36876661-37066715
ENSG00000164220	F2RL2	chr5:75911107-75919459
ENSG00000164253	WDR41	chr5:76721595-76916636
ENSG00000164292	RHOBTB3	chr5:95049026-95160287
ENSG00000164307	ERAP1	chr5:96096321-96144003
ENSG00000164323	KIAA1430	chr4:186080619-186130858
ENSG00000164327	RICTOR	chr5:38937821-39074710
ENSG00000164330	EBF1	chr5:158122728-158526969
ENSG00000164346	NSA2	chr5:74062617-74072937
ENSG00000164347	GFM2	chr5:74016829-74063396
ENSG00000164402	SEPT8	chr5:132086309-132143133
ENSG00000164405	UQCRQ	chr5:132202052-132203923
ENSG00000164406	LEAP2	chr5:132207814-132210938
ENSG00000164414	SLC35A1	chr6:88180141-88222254
ENSG00000164463	CREBRF	chr5:172483155-172566491
ENSG00000164530	PI16	chr6:36922009-36932813
ENSG00000164535	DAGLB	chr7:6448557-6524021
ENSG00000164543	STK17A	chr7:43622157-43666585
ENSG00000164574	GALNT10	chr5:153570090-153800744
ENSG00000164587	RPS14	chr5:149822553-149829519
ENSG00000164597	COG5	chr7:106841800-107205159
ENSG00000164609	SLU7	chr5:159828448-159848918
ENSG00000164627	KIF6	chr6:39297566-39693381
ENSG00000164663	USP49	chr6:41757434-41863299
ENSG00000164684	ZNF704	chr8:81540486-81787216
ENSG00000164687	FABP5	chr8:82192398-82197212
ENSG00000164691	TAGAP	chr6:159455300-159466384
ENSG00000164692	COL1A2	chr7:94023673-94060744
ENSG00000164707	SLC13A4	chr7:135365785-135414206
ENSG00000164733	CTSB	chr8:11699833-11727157
ENSG00000164741	DLC1	chr8:12940670-13373367
ENSG00000164743	C8orf48	chr8:13424152-13425996
ENSG00000164754	RAD21	chr8:117857974-117887305
ENSG00000164764	SBSPON	chr8:73976575-74036523
ENSG00000164808	SPIDR	chr8:48172967-48649068
ENSG00000164823	OSGIN2	chr8:90913887-90940316
ENSG00000164855	TMEM184A	chr7:1581671-1600657
ENSG00000164889	SLC4A2	chr7:150754097-150773814
ENSG00000164924	YWHAZ	chr8:101928553-101965816
ENSG00000164930	FZD6	chr8:104310461-104345294
ENSG00000164932	CTHRC1	chr8:104383543-104395425
ENSG00000164934	DCAF13	chr8:104426742-104455881
ENSG00000164949	GEM	chr8:95261281-95274778
ENSG00000164975	SNAPC3	chr9:15422502-15466151
ENSG00000164976	KIAA1161	chr9:34366468-34377051
ENSG00000164985	PSIP1	chr9:15463864-15511217
ENSG00000165029	ABCA1	chr9:107543083-107690718
ENSG00000165046	LETM2	chr8:38243525-38267245
ENSG00000165105	RASEF	chr9:85594300-85678292
ENSG00000165119	HNRNPK	chr9:86582798-86595769
ENSG00000165124	SVEP1	chr9:113127331-113342360
ENSG00000165156	ZHX1	chr8:124260496-124287981
ENSG00000165168	CYBB	chrX:37639064-37672914
ENSG00000165169	DYNLT3	chrX:37695810-37707090
ENSG00000165181	C9orf84	chr9:114448253-114557488
ENSG00000165209	STRBP	chr9:125871579-126031055
ENSG00000165238	WNK2	chr9:95946998-96083054
ENSG00000165264	NDUFB6	chr9:32552797-32573360
ENSG00000165275	TRMT10B	chr9:37753604-37779169
ENSG00000165280	VCP	chr9:35055861-35073446
ENSG00000165322	ARHGAP12	chr10:32094165-32217942
ENSG00000165338	HECTD2	chr10:93169896-93274786
ENSG00000165355	FBXO33	chr14:39866673-39901904
ENSG00000165409	TSHR	chr14:81421133-81612846
ENSG00000165417	GTF2A1	chr14:81641596-81687921
ENSG00000165424	ZCCHC24	chr10:81141881-81205583
ENSG00000165443	PHYHIPL	chr10:60936150-61007734
ENSG00000165494	PCF11	chr11:82867830-82898693
ENSG00000165502	RPL36AL	chr14:50085037-50087603
ENSG00000165506	DNAAF2	chr14:50091692-50102148
ENSG00000165507	C10orf10	chr10:45466229-45474458
ENSG00000165511	C10orf25	chr10:45492946-45496536
ENSG00000165516	KLHDC2	chr14:50234126-50250109
ENSG00000165521	EML5	chr14:89078575-89259296
ENSG00000165525	NEMF	chr14:50249797-50320121
ENSG00000165555	NOXRED1	chr14:77860164-77890060
ENSG00000165588	OTX2	chr14:57267225-57277397
ENSG00000165609	NUDT5	chr10:12207124-12238343
ENSG00000165617	DACT1	chr14:59100485-59115239
ENSG00000165632	TAF3	chr10:7860267-8058790
ENSG00000165637	VDAC2	chr10:76969712-76991406
ENSG00000165646	SLC18A2	chr10:119000404-119039141
ENSG00000165650	PDZD8	chr10:119039800-119135178
ENSG00000165671	NSD1	chr5:176559826-176727416
ENSG00000165716	FAM69B	chr9:139606822-139618702
ENSG00000165732	DDX21	chr10:70715684-70745029
ENSG00000165757	KIAA1462	chr10:30301529-30404623
ENSG00000165775	FUNDC2	chrX:154254055-154288778
ENSG00000165801	ARHGEF40	chr14:21538229-21558599
ENSG00000165804	ZNF219	chr14:21558005-21573081
ENSG00000165813	C10orf118	chr10:115880421-115934179
ENSG00000165819	METTL3	chr14:21966077-21979717
ENSG00000165915	SLC39A13	chr11:47428483-47438247
ENSG00000165934	CPSF2	chr14:92588081-92630955
ENSG00000165943	MOAP1	chr14:93648341-93651473
ENSG00000165959	CLMN	chr14:95648077-95786443
ENSG00000165983	PTER	chr10:16478742-16555936
ENSG00000165985	C1QL3	chr10:16555542-16564204
ENSG00000165995	CACNB2	chr10:18429406-18830998
ENSG00000166004	KIAA1731	chr11:93394605-93463722
ENSG00000166012	TAF1D	chr11:93462914-93517757
ENSG00000166016	ABTB2	chr11:34172335-34379755
ENSG00000166025	AMOTL1	chr11:94439397-94610118
ENSG00000166033	HTRA1	chr10:124220841-124274624
ENSG00000166037	CEP57	chr11:95522929-95566057
ENSG00000166086	JAM3	chr11:133938620-134022096
ENSG00000166105	GLB1L3	chr11:134143939-134189658
ENSG00000166106	ADAMTS15	chr11:130318669-130346732
ENSG00000166147	FBN1	chr15:48700303-48938246
ENSG00000166164	BRD7	chr16:50347198-50403045
ENSG00000166165	CKB	chr14:103985796-103989648
ENSG00000166166	TRMT61A	chr14:103995321-104003610
ENSG00000166170	BAG5	chr14:104022681-104029368
ENSG00000166233	ARIH1	chr15:72766467-72879892
ENSG00000166246	C16orf71	chr16:4784073-4799597
ENSG00000166250	CLMP	chr11:122942835-123066189
ENSG00000166257	SCN3B	chr11:123499695-123526152
ENSG00000166260	COX11	chr17:53029063-53046346
ENSG00000166262	FAM227B	chr15:49618959-49913328
ENSG00000166266	CUL5	chr11:107879259-107978703
ENSG00000166272	WBP1L	chr10:104503527-104576221
ENSG00000166317	SYNPO2L	chr10:75404439-75423761
ENSG00000166321	NUDT13	chr10:74870017-74891786
ENSG00000166323	C11orf65	chr11:108179046-108338458
ENSG00000166326	TRIM44	chr11:35684153-35829975
ENSG00000166337	TAF10	chr11:6627326-6634098
ENSG00000166348	USP54	chr10:75257096-75385911
ENSG00000166359	WDR88	chr19:33622796-33666901
ENSG00000166394	CYB5R2	chr11:7686131-7698653
ENSG00000166398	KIAA0355	chr19:34745242-34846691
ENSG00000166402	TUB	chr11:8040591-8127859
ENSG00000166405	RIC3	chr11:8127397-8190802
ENSG00000166428	PLD4	chr14:105390953-105399774
ENSG00000166435	XRRA1	chr11:74518584-74660445
ENSG00000166439	RNF169	chr11:74459713-74553658
ENSG00000166441	RPL27A	chr11:8703758-8736506
ENSG00000166454	ATMIN	chr16:81069252-81081163
ENSG00000166482	MFAP4	chr17:19286555-19290753
ENSG00000166503	HDGFRP3	chr15:83784120-83876970
ENSG00000166508	MCM7	chr7:99690151-99699763
ENSG00000166526	ZNF3	chr7:99661456-99680371
ENSG00000166529	ZSCAN21	chr7:99647190-99662861
ENSG00000166532	RIMKLB	chr12:8833996-8935891
ENSG00000166546	BEAN1	chr16:66461000-66527632
ENSG00000166562	SEC11C	chr18:56806509-56826268
ENSG00000166573	GALR1	chr18:74962305-74981058
ENSG00000166582	CENPV	chr17:16245648-16257170
ENSG00000166598	HSP90B1	chr12:104323685-104347623
ENSG00000166667	SPDYE6	chr7:101985992-101997089
ENSG00000166669	ATF7IP2	chr16:10420091-10577695
ENSG00000166676	TVP23A	chr16:10854576-10912851
ENSG00000166681	NGFRAP1	chrX:102631068-102633205
ENSG00000166685	COG1	chr17:71188929-71204846
ENSG00000166704	ZNF606	chr19:58488221-58514917
ENSG00000166710	B2M	chr15:45003475-45011275
ENSG00000166734	CASC4	chr15:44580727-44708156
ENSG00000166741	NNMT	chr11:114128309-114184207
ENSG00000166747	AP1G1	chr16:71762713-71843304
ENSG00000166750	SLFN5	chr17:33569855-33600874
ENSG00000166783	KIAA0430	chr16:15688043-15737223
ENSG00000166793	YPEL4	chr11:57412360-57417617
ENSG00000166794	PPIB	chr15:64447811-64455604
ENSG00000166833	NAV2	chr11:19372071-20143344
ENSG00000166848	TERF2IP	chr16:75681484-75795970
ENSG00000166886	NAB2	chr12:57482477-57489459
ENSG00000166902	MRPL16	chr11:59573408-59578545
ENSG00000166912	MTMR10	chr15:31230944-31284010
ENSG00000166913	YWHAB	chr20:43514117-43537373
ENSG00000166938	DIS3L	chr15:66585355-66626436
ENSG00000166947	EPB42	chr15:43398223-43513681
ENSG00000166949	SMAD3	chr15:67355901-67487733
ENSG00000166963	MAP1A	chr15:43802956-43824018
ENSG00000166979	EVA1C	chr21:33784114-33887907
ENSG00000166986	MARS	chr12:57869028-57911552
ENSG00000167004	PDIA3	chr15:44038390-44065677
ENSG00000167005	NUDT21	chr16:56462845-56486311
ENSG00000167046	RP11-93B14.6	chr20:61271871-61274856
ENSG00000167100	SAMD14	chr17:48187204-48207446
ENSG00000167191	GPRC5B	chr16:19868416-19897689
ENSG00000167216	KATNAL2	chr18:44497255-44627858
ENSG00000167232	ZNF91	chr19:23487593-23578562
ENSG00000167244	IGF2	chr11:2150142-2171033
ENSG00000167257	RNF214	chr11:117103141-117157361
ENSG00000167272	POP5	chr12:121016367-121019401
ENSG00000167281	RBFOX3	chr17:77085227-77613750
ENSG00000167283	ATP5L	chr11:118271669-118302411
ENSG00000167291	TBC1D16	chr17:77905942-78009847
ENSG00000167306	MYO5B	chr18:47348983-47721663
ENSG00000167371	PRRT2	chr16:29822977-29827401
ENSG00000167378	IRGQ	chr19:44088321-44100487
ENSG00000167394	ZNF668	chr16:31071964-31085841
ENSG00000167460	TPM4	chr19:16177631-16214013
ENSG00000167468	GPX4	chr19:1103736-1106987
ENSG00000167513	CDT1	chr16:88869421-88875866
ENSG00000167522	ANKRD11	chr16:89333838-89557169
ENSG00000167525	PROCA1	chr17:27030015-27039072
ENSG00000167526	RPL13	chr16:89626865-89631150
ENSG00000167543	TP53I13	chr17:27892870-27900375
ENSG00000167552	TUBA1A	chr12:49578379-49583307
ENSG00000167553	TUBA1C	chr12:49582319-49667314
ENSG00000167601	AXL	chr19:41724908-41767871
ENSG00000167608	TMC4	chr19:54663646-54677144
ENSG00000167614	TTYH1	chr19:54926193-54948280
ENSG00000167615	LENG8	chr19:54959865-54973417
ENSG00000167635	ZNF146	chr19:36705304-36729876
ENSG00000167658	EEF2	chr19:3975854-3985667
ENSG00000167671	UBXN6	chr19:4444796-4458019
ENSG00000167674	HDGFRP2	chr19:4472084-4502423
ENSG00000167676	PLIN4	chr19:4502004-4517916
ENSG00000167693	NXN	chr17:702353-883210
ENSG00000167695	FAM57A	chr17:635452-646406
ENSG00000167700	MFSD3	chr8:145734257-145736796
ENSG00000167701	GPT	chr8:145728156-145732757
ENSG00000167711	SERPINF2	chr17:1645930-1658762
ENSG00000167716	WDR81	chr17:1619617-1642093
ENSG00000167720	SRR	chr17:2206477-2228754
ENSG00000167721	TSR1	chr17:2225597-2241001
ENSG00000167740	CYB5D2	chr17:4046262-4090805
ENSG00000167765	AC018755.1	chr19:52094836-52097830
ENSG00000167766	ZNF83	chr19:53097113-53193949
ENSG00000167772	ANGPTL4	chr19:8427973-8439457
ENSG00000167778	SPRYD3	chr12:53458188-53473404
ENSG00000167779	IGFBP6	chr12:53491020-53496329
ENSG00000167863	ATP5H	chr17:73034758-73043280
ENSG00000167900	TK1	chr17:76169960-76183514
ENSG00000167964	RAB26	chr16:2190604-2204366
ENSG00000167978	SRRM2	chr16:2802130-2822739
ENSG00000167984	NLRC3	chr16:3588833-3627601
ENSG00000167986	DDB1	chr11:61066723-61110268
ENSG00000167995	BEST1	chr11:61717093-61733187
ENSG00000167996	FTH1	chr11:61726990-61735332
ENSG00000168003	SLC3A2	chr11:62623318-62656552
ENSG00000168010	ATG16L2	chr11:72525153-72554919
ENSG00000168032	ENTPD3	chr3:40428447-40470310
ENSG00000168036	CTNNB1	chr3:41236128-41301787
ENSG00000168066	SF1	chr11:64531878-64546458
ENSG00000168079	SCARA5	chr8:27727199-27850444
ENSG00000168092	PAFAH1B2	chr11:117014783-117047810
ENSG00000168140	VASN	chr16:4421649-4433729
ENSG00000168152	THAP9	chr4:83821637-83841322
ENSG00000168209	DDIT4	chr10:74033478-74035994
ENSG00000168229	PTGDR	chr14:52734231-52743642
ENSG00000168256	NKIRAS2	chr17:40163200-40177859
ENSG00000168259	DNAJC7	chr17:40128251-40173594
ENSG00000168263	KCNV2	chr9:2717302-2730237
ENSG00000168264	IRF2BP2	chr1:234739815-234745471
ENSG00000168268	NT5DC2	chr3:52558186-52569270
ENSG00000168291	PDHB	chr3:58413157-58419784
ENSG00000168297	PXK	chr3:58318407-58411948
ENSG00000168298	HIST1H1E	chr6:26156359-26157543
ENSG00000168300	PCMTD1	chr8:52729940-52811935
ENSG00000168309	FAM107A	chr3:58549644-58613537
ENSG00000168374	ARF4	chr3:57556890-57584147
ENSG00000168385	SEPT2	chr2:242254315-242293642
ENSG00000168386	FILIP1L	chr3:99548785-99833557
ENSG00000168394	TAP1	chr6:32812786-32821955
ENSG00000168438	CDC40	chr6:110501144-110575678
ENSG00000168439	STIP1	chr11:63952544-63972215
ENSG00000168461	RAB31	chr18:9707962-9862748
ENSG00000168490	PHYHIP	chr8:22077022-22090054
ENSG00000168496	FEN1	chr11:61559909-61564916
ENSG00000168502	SOGA2	chr18:8705459-8832976
ENSG00000168517	HEXIM2	chr17:43237867-43247607
ENSG00000168522	FNTA	chr8:42889137-42941131
ENSG00000168542	COL3A1	chr2:189838846-189877672
ENSG00000168569	TMEM223	chr11:62538901-62559693
ENSG00000168575	SLC20A2	chr8:42273793-42397269
ENSG00000168610	STAT3	chr17:40465142-40540786
ENSG00000168612	ZSWIM1	chr20:44509666-44514105
ENSG00000168615	ADAM9	chr8:38854188-38962863
ENSG00000168672	FAM84B	chr8:127564487-127570838
ENSG00000168679	SLC16A4	chr1:110905270-110933904
ENSG00000168724	DNAJC21	chr5:34929498-34959269
ENSG00000168758	SEMA4C	chr2:97525253-97536694
ENSG00000168763	CNNM3	chr2:97481782-97499848
ENSG00000168769	TET2	chr4:106066832-106201173
ENSG00000168795	ZBTB5	chr9:37437911-37465596
ENSG00000168806	LCMT2	chr15:43619774-43623003
ENSG00000168807	SNTB2	chr16:69220832-69343155
ENSG00000168813	ZNF507	chr19:32836300-32878773
ENSG00000168818	STX18	chr4:4417269-4544273
ENSG00000168824	NSG1	chr4:4349667-4420985
ENSG00000168827	GFM1	chr3:158361867-158410564
ENSG00000168874	ATOH8	chr2:85978267-86015389
ENSG00000168887	C2orf68	chr2:85833577-85839389
ENSG00000168890	TMEM150A	chr2:85825471-85830519
ENSG00000168906	MAT2A	chr2:85766088-85772603
ENSG00000168917	SLC35G2	chr3:136537289-136574934
ENSG00000168936	TMEM129	chr4:1717479-1723285
ENSG00000168993	CPLX1	chr4:778545-820186
ENSG00000169018	FEM1B	chr15:68569941-68588403
ENSG00000169020	ATP5I	chr4:666025-668327
ENSG00000169032	MAP2K1	chr15:66678955-66784850
ENSG00000169045	HNRNPH1	chr5:179040979-179061985
ENSG00000169057	MECP2	chrX:153286824-153363412
ENSG00000169062	UPF3A	chr13:115046859-115071483
ENSG00000169075	BRD7P3	chr6:118822393-118824269
ENSG00000169116	PARM1	chr4:75858105-75975525
ENSG00000169139	UBE2V2	chr8:48920760-48977468
ENSG00000169184	MN1	chr22:28144065-28197686
ENSG00000169217	CD2BP2	chr16:30361887-30366882
ENSG00000169221	TBC1D10B	chr16:30368223-30381785
ENSG00000169282	KCNAB1	chr3:155755290-156256745
ENSG00000169291	SHE	chr1:154442048-154474789
ENSG00000169314	C22orf15	chr22:24105008-24108248
ENSG00000169375	SIN3A	chr15:75661520-75748383
ENSG00000169379	ARL13B	chr3:93698783-93774712
ENSG00000169439	SDC2	chr8:97505379-97624200
ENSG00000169504	CLIC4	chr1:25071648-25171015
ENSG00000169508	GPR183	chr13:99946584-99959859
ENSG00000169554	ZEB2	chr2:145141448-145282347
ENSG00000169567	HINT1	chr5:130494520-130507628
ENSG00000169604	ANTXR1	chr2:69240110-69476659
ENSG00000169660	HEXDC	chr17:80375994-80400721
ENSG00000169684	CHRNA5	chr15:78857662-78887811
ENSG00000169692	AGPAT2	chr9:139567395-139582075
ENSG00000169714	CNBP	chr3:128888127-128902965
ENSG00000169718	DUS1L	chr17:80015182-80023963
ENSG00000169727	GPS1	chr17:80008367-80015546
ENSG00000169752	NRG4	chr15:76228110-76352336
ENSG00000169758	C15orf27	chr15:76351978-76521662
ENSG00000169764	UGP2	chr2:64067874-64118896
ENSG00000169813	HNRNPF	chr10:43880865-43904814
ENSG00000169826	CSGALNACT2	chr10:43633734-43680956
ENSG00000169855	ROBO1	chr3:78646190-79817165
ENSG00000169871	TRIM56	chr7:100728520-100735217
ENSG00000169925	BRD3	chr9:136895227-136933857
ENSG00000169962	TAS1R3	chr1:1266494-1270886
ENSG00000169967	MAP3K2	chr2:128056106-128146241
ENSG00000169994	MYO7B	chr2:128293178-128395504
ENSG00000170004	CHD3	chr17:7787924-7816278
ENSG00000170011	MYRIP	chr3:39850205-40302012
ENSG00000170017	ALCAM	chr3:105085553-105295944
ENSG00000170027	YWHAG	chr7:75955916-75988548
ENSG00000170075	GPR37L1	chr1:202091786-202102920
ENSG00000170088	TMEM192	chr4:165995374-166129901
ENSG00000170092	AC018720.10	chr7:75123201-75133828
ENSG00000170142	UBE2E1	chr3:23847194-23933007
ENSG00000170144	HNRNPA3	chr2:178077091-178088886
ENSG00000170145	SIK2	chr11:111472915-111601777
ENSG00000170175	CHRNB1	chr17:7348180-7361226
ENSG00000170222	ADPRM	chr17:10600711-10614750
ENSG00000170234	PWWP2A	chr5:159488608-159546630
ENSG00000170242	USP47	chr11:11862770-11981070
ENSG00000170248	PDCD6IP	chr3:33839644-33911394
ENSG00000170271	FAXDC2	chr5:154197851-154239012
ENSG00000170275	CRTAP	chr3:33155271-33189465
ENSG00000170289	CNGB3	chr8:87566005-87756103
ENSG00000170315	UBB	chr17:16283912-16286259
ENSG00000170345	FOS	chr14:75745277-75749133
ENSG00000170348	TMED10	chr14:75597973-75643534
ENSG00000170364	SETMAR	chr3:4344788-4359451
ENSG00000170379	FAM115C	chr7:143317843-143427702
ENSG00000170382	LRRN2	chr1:204586098-204655061
ENSG00000170385	SLC30A1	chr1:211744710-211752284
ENSG00000170412	GPRC5C	chr17:72420790-72447992
ENSG00000170425	ADORA2B	chr17:15848031-15879260
ENSG00000170458	CD14	chr5:140011113-140013486
ENSG00000170482	SLC23A1	chr5:138702685-138720442
ENSG00000170540	ARL6IP1	chr16:18802791-18813200
ENSG00000170545	SMAGP	chr12:51638142-51664874
ENSG00000170584	NUDCD2	chr5:162873332-162887346
ENSG00000170606	HSPA4	chr5:132387454-132442341
ENSG00000170632	ARMC10	chr7:102715128-102740405
ENSG00000170633	RNF34	chr12:121837644-121868589
ENSG00000170634	ACYP2	chr2:54197775-54532637
ENSG00000170638	TRABD	chr22:50624144-50638227
ENSG00000170734	POLH	chr6:43543687-43586901
ENSG00000170759	KIF5B	chr10:32297738-32345559
ENSG00000170776	AKAP13	chr15:85923602-86292786
ENSG00000170791	CHCHD7	chr8:57124045-57131557
ENSG00000170846	AC093323.3	chr4:6674978-6677974
ENSG00000170852	KBTBD2	chr7:32907584-32933943
ENSG00000170854	MINA	chr3:97660462-97691501
ENSG00000170873	MTSS1	chr8:125562831-125740930
ENSG00000170876	TMEM43	chr3:14166240-14185379
ENSG00000170889	RPS9	chr19:54704410-54753062
ENSG00000170919	TPT1-AS1	chr13:45915280-45966072
ENSG00000170921	TANC2	chr17:61086717-61505260
ENSG00000170946	DNAJC24	chr11:31391187-31453596
ENSG00000170962	PDGFD	chr11:103777714-104035307
ENSG00000170967	DDI1	chr11:103907108-103910122
ENSG00000170989	S1PR1	chr1:101702244-101707274
ENSG00000171055	FEZ2	chr2:36778370-36873430
ENSG00000171084	FAM86JP	chr3:125635263-125649067
ENSG00000171105	INSR	chr19:7112066-7294245
ENSG00000171109	MFN1	chr3:179065280-179112919
ENSG00000171130	ATP6V0E2	chr7:149569857-149577984
ENSG00000171148	TADA3	chr3:9821344-9834895
ENSG00000171160	MORN4	chr10:99374110-99393544
ENSG00000171163	ZNF692	chr1:249144005-249153543
ENSG00000171174	RBKS	chr2:28004031-28114165
ENSG00000171189	GRIK1	chr21:30909054-31312551
ENSG00000171206	TRIM8	chr10:104404053-104418364
ENSG00000171217	CLDN20	chr6:155584947-155597882
ENSG00000171222	SCAND1	chr20:34541339-34547594
ENSG00000171223	JUNB	chr19:12902110-12904324
ENSG00000171243	SOSTDC1	chr7:16500906-16570405
ENSG00000171302	CANT1	chr17:76987599-77006149
ENSG00000171307	ZDHHC16	chr10:99205727-99217327
ENSG00000171310	CHST11	chr12:104848873-105155992
ENSG00000171316	CHD7	chr8:61591137-61779665
ENSG00000171368	TPPP	chr5:660683-693710
ENSG00000171444	MCC	chr5:112357596-112824727
ENSG00000171466	ZNF562	chr19:9759130-9785976
ENSG00000171490	RSL1D1	chr16:11928856-11945642
ENSG00000171497	PPID	chr4:159630086-159644748
ENSG00000171533	MAP6	chr11:75297763-75380365
ENSG00000171603	CLSTN1	chr1:9788884-9884784
ENSG00000171634	BPTF	chr17:65821440-65980694
ENSG00000171657	GPR82	chrX:41583208-41589588
ENSG00000171659	GPR34	chrX:41548026-41556726
ENSG00000171703	TCEA2	chr20:62680989-62703900
ENSG00000171722	C1orf111	chr1:162342793-162346860
ENSG00000171723	GPHN	chr14:66973925-67648720
ENSG00000171724	VAT1L	chr16:77822227-78014204
ENSG00000171757	LRRC34	chr3:169511016-169530974
ENSG00000171790	SLFNL1	chr1:41481069-41489109
ENSG00000171791	BCL2	chr18:60790379-60987561
ENSG00000171812	COL8A2	chr1:36560637-36591021
ENSG00000171819	ANGPTL7	chr1:11249198-11256238
ENSG00000171847	FAM90A1	chr12:8373656-8380414
ENSG00000171862	PTEN	chr10:89622670-89731887
ENSG00000171867	PRNP	chr20:4666682-4682436
ENSG00000171951	SCG2	chr2:224461458-224467421
ENSG00000171962	LRRC48	chr17:17875927-17920403
ENSG00000171970	ZNF57	chr19:2900696-2918674
ENSG00000171988	JMJD1C	chr10:64926781-65225922
ENSG00000171989	LDHAL6B	chr15:59498842-59500905
ENSG00000171992	SYNPO	chr5:149980442-150038982
ENSG00000172037	LAMB2	chr3:49158347-49170751
ENSG00000172059	KLF11	chr2:10182776-10195163
ENSG00000172113	NME6	chr3:48334554-48343375
ENSG00000172115	CYCS	chr7:25159510-25165180
ENSG00000172164	SNTB1	chr8:121547785-121825713
ENSG00000172171	TEFM	chr17:29224154-29234038
ENSG00000172183	ISG20	chr15:89179184-89199914
ENSG00000172209	GPR22	chr7:107110263-107116298
ENSG00000172215	CXCR6	chr3:45982225-45990045
ENSG00000172216	CEBPB	chr20:48807176-48809412
ENSG00000172239	PAIP1	chr5:43526169-43558060
ENSG00000172243	CLEC7A	chr12:10269176-10283057
ENSG00000172260	NEGR1	chr1:71861423-72748617
ENSG00000172262	ZNF131	chr5:43065078-43192323
ENSG00000172269	DPAGT1	chr11:118967013-118979241
ENSG00000172270	BSG	chr19:571097-583693
ENSG00000172339	ALG14	chr1:95439763-95538701
ENSG00000172340	SUCLG2	chr3:67410684-67705238
ENSG00000172345	STARD5	chr15:81601194-81616724
ENSG00000172348	RCAN2	chr6:46188275-46459909
ENSG00000172366	FAM195A	chr16:691613-698674
